diver_id,diver_number,height,ave_score,high_score,times_competed
14436,401C,401C,3M,15.87,18.20,3
14436,401C,401C,5M,18.48,24.50,5
14436,402C,402C,1M,22.00,25.60,2
14436,403B,403B,1M,47.70,57.60,12
14436,403B,403B,3M,39.54,52.29,43
14436,403B,403B,5M,28.80,28.80,1
14436,403B,403B,7.5M,40.29,47.25,16
14436,403B,403B,10M,36.00,41.00,8
14436,403C,403C,1M,37.49,52.80,64
14436,403C,403C,3M,31.76,42.75,37
14436,403C,403C,5M,38.69,59.40,23
14436,404C,404C,1M,35.47,49.00,3
14436,404C,404C,3M,40.25,51.60,24
14436,405B,405B,3M,55.68,67.50,87
14436,405C,405C,1M,57.96,77.50,75
14436,405C,405C,3M,49.71,67.50,46
14436,405C,405C,5M,56.06,66.65,6
14436,405C,405C,7.5M,47.57,56.70,17
14436,407C,407C,10M,58.00,72.00,56
14436,5122D,5122D,1M,27.55,27.55,1
14436,5132D,5132D,1M,42.48,60.50,34
14436,5132D,5132D,3M,41.87,51.45,36
14436,5132D,5132D,10M,40.05,42.60,4
14436,5134D,5134D,1M,56.45,71.50,26
14436,5136D,5136D,1M,45.06,58.90,7
14436,5152B,5152B,1M,62.42,73.60,65
14436,5152B,5152B,3M,62.91,78.00,101
14436,5154B,5154B,3M,68.90,81.60,99
14436,5154B,5154B,10M,58.05,74.25,11
14436,5221D,5221D,1M,26.72,34.85,23
14436,5223D,5223D,1M,38.10,47.15,23
14436,5225D,5225D,1M,40.43,60.75,18
14436,5231D,5231D,1M,35.73,45.15,16
14436,5231D,5231D,3M,34.65,43.00,26
14436,5231D,5231D,5M,36.18,46.20,11
14436,5231D,5231D,7.5M,33.93,42.00,14
14436,5231D,5231D,10M,38.25,43.00,8
14436,5233D,5233D,1M,41.98,60.00,24
14436,5233D,5233D,3M,45.69,55.20,27
14436,5233D,5233D,5M,44.93,51.25,19
14436,5235D,5235D,1M,54.25,65.25,12
14436,5235D,5235D,3M,52.89,78.40,29
14436,5235D,5235D,7.5M,52.23,57.40,13
14436,5253B,5253B,7.5M,55.28,61.05,2
14436,5253B,5253B,10M,56.96,70.40,25
14436,5255B,5255B,10M,60.02,81.00,19
14436,5335D,5335D,1M,53.83,69.00,26
14436,612B,612B,5M,26.82,33.15,9
14436,612B,612B,7.5M,32.40,36.00,5
14436,612B,612B,10M,35.91,41.80,10
14436,612C,612C,5M,18.00,18.00,1
14436,624C,624C,5M,46.80,46.80,1
14436,626C,626C,10M,54.18,79.20,49
14320,101B,101B,3M,25.50,25.50,1
14320,101B,101B,5M,21.67,25.35,6
14320,103B,103B,1M,29.56,36.55,31
14320,103B,103B,3M,27.18,41.40,35
14320,103B,103B,5M,29.11,37.40,12
14320,103B,103B,7.5M,26.00,31.20,2
14320,104B,104B,1M,35.58,41.40,24
14320,104C,104C,1M,32.07,37.40,13
14320,105B,105B,1M,32.44,50.70,19
14320,105B,105B,3M,39.84,50.40,52
14320,105B,105B,7.5M,41.55,50.40,15
14320,105C,105C,1M,31.53,41.40,11
14320,201A,201A,1M,33.58,41.65,6
14320,201B,201B,1M,26.40,29.60,13
14320,201B,201B,3M,29.40,40.50,30
14320,201B,201B,5M,26.40,31.20,7
14320,202A,202A,3M,28.80,28.80,1
14320,203B,203B,1M,38.01,50.60,37
14320,203B,203B,3M,35.23,42.90,20
14320,203B,203B,5M,38.16,47.15,10
14320,203C,203C,1M,29.65,40.00,20
14320,203C,203C,3M,20.43,28.50,6
14320,205C,205C,3M,26.08,37.80,12
14320,301A,301A,1M,32.25,41.40,6
14320,301B,301B,1M,26.60,34.85,17
14320,301B,301B,3M,32.32,42.60,32
14320,301B,301B,5M,29.15,34.00,17
14320,301C,301C,1M,26.60,29.60,8
14320,301C,301C,3M,26.10,26.10,1
14320,302C,302C,5M,23.20,23.20,2
14320,303B,303B,1M,35.45,46.80,33
14320,303B,303B,3M,33.05,48.30,17
14320,303C,303C,1M,30.10,34.65,3
14320,303C,303C,5M,27.37,36.75,6
14320,305C,305C,3M,29.91,39.20,15
14320,401B,401B,1M,25.47,31.50,25
14320,401B,401B,3M,26.63,39.60,6
14320,401B,401B,5M,21.13,25.50,6
14320,403B,403B,1M,36.52,45.00,31
14320,403B,403B,3M,35.94,45.68,43
14320,403C,403C,1M,33.93,41.80,22
14320,403C,403C,3M,29.70,37.05,15
14320,403C,403C,5M,36.54,46.20,14
14320,404B,404B,3M,32.50,32.50,1
14320,404C,404C,3M,35.03,43.20,26
14320,404C,404C,5M,39.50,50.40,14
14320,405C,405C,3M,22.78,31.05,8
14320,5122D,5122D,1M,27.01,30.40,7
14320,5124D,5124D,1M,34.88,40.25,15
14320,5132D,5132D,1M,33.05,42.90,22
14320,5132D,5132D,3M,31.88,42.00,14
14320,5132D,5132D,5M,29.43,37.40,4
14320,5134D,5134D,1M,27.30,27.30,1
14320,5134D,5134D,3M,35.42,40.00,6
14320,5223D,5223D,1M,39.55,43.70,18
14320,5231D,5231D,1M,38.26,42.53,17
14320,5231D,5231D,3M,33.31,44.40,11
14320,5231D,5231D,5M,35.91,40.95,5
14320,5233D,5233D,1M,35.38,45.00,19
14320,5233D,5233D,3M,40.48,52.80,36
14320,5233D,5233D,5M,41.02,48.75,12
14320,5331D,5331D,1M,27.50,27.50,1
14320,5331D,5331D,3M,32.83,39.90,15
14320,5333D,5333D,3M,40.17,48.75,18
14320,5335D,5335D,3M,34.80,34.80,1
14320,612B,612B,5M,25.64,29.75,6
14320,612B,612B,7.5M,26.10,26.10,1
14996,001A,001A,3M,17.00,17.00,1
14996,001D,001D,3M,17.00,19.50,3
14996,100A,100A,1M,12.25,16.50,2
14996,100A,100A,3M,14.63,16.50,4
14996,100C,100C,1M,14.00,14.00,1
14996,100C,100C,3M,14.75,16.50,2
14996,101B,101B,1M,19.93,22.10,3
14996,101B,101B,3M,17.25,17.25,1
14996,101C,101C,1M,17.84,21.60,7
14996,101C,101C,3M,18.58,24.50,10
14996,101C,101C,5M,21.00,22.20,2
14996,102C,102C,1M,11.20,11.20,1
14996,103B,103B,1M,25.59,32.30,10
14996,103B,103B,3M,22.84,27.20,9
14996,103B,103B,5M,23.52,26.35,3
14996,103C,103C,1M,22.40,23.20,2
14996,103C,103C,3M,14.00,25.50,3
14996,104C,104C,1M,31.35,38.50,4
14996,200A,200A,1M,17.50,19.50,3
14996,200A,200A,3M,16.40,18.50,5
14996,201A,201A,1M,18.70,19.55,2
14996,201C,201C,1M,21.30,25.50,5
14996,201C,201C,3M,16.58,17.00,2
14996,202A,202A,3M,22.35,26.10,6
14996,203C,203C,1M,23.36,30.00,11
14996,301C,301C,1M,21.60,28.80,6
14996,301C,301C,3M,26.10,31.50,3
14996,302C,302C,1M,23.47,24.80,3
14996,302C,302C,3M,24.29,27.20,7
14996,401B,401B,1M,22.13,22.50,2
14996,401B,401B,3M,19.25,20.30,2
14996,401C,401C,1M,23.49,27.30,9
14996,401C,401C,3M,20.28,24.05,9
14996,401C,401C,5M,24.15,25.20,2
14996,402C,402C,1M,25.07,28.80,6
14996,402C,402C,3M,19.25,23.10,6
14996,403C,403C,3M,29.13,37.05,3
14996,5211A,5211A,1M,22.50,22.50,1
14996,5211A,5211A,3M,27.50,30.00,2
14996,5221D,5221D,1M,22.24,28.90,6
14996,5231D,5231D,3M,21.00,34.00,4
14996,600A,600A,5M,9.75,19.50,2
14996,612C,612C,5M,24.00,27.00,3
14761,001B,001B,1M,15.50,15.50,1
14761,001B,001B,3M,19.50,24.00,7
14761,001C,001C,3M,16.50,16.50,1
14761,002A,002A,3M,19.50,19.50,1
14761,002C,002C,3M,20.25,24.50,5
14761,100A,100A,1M,18.25,18.50,2
14761,100A,100A,3M,19.67,22.00,6
14761,100B,100B,1M,17.25,18.00,2
14761,100B,100B,3M,13.50,13.50,1
14761,100C,100C,1M,17.75,20.00,2
14761,101B,101B,1M,23.86,26.65,7
14761,101B,101B,3M,26.44,27.75,4
14761,101B,101B,7.5M,28.50,28.50,1
14761,101C,101C,1M,21.68,25.80,8
14761,101C,101C,3M,24.50,33.60,7
14761,102B,102B,1M,25.50,31.50,5
14761,102C,102C,1M,21.70,26.60,3
14761,103B,103B,3M,27.73,32.80,6
14761,103B,103B,7.5M,26.40,26.40,1
14761,103C,103C,1M,29.03,34.40,7
14761,200A,200A,1M,17.25,19.50,2
14761,200A,200A,3M,19.50,20.00,2
14761,200C,200C,1M,20.00,21.50,3
14761,200C,200C,3M,17.00,17.00,1
14761,201A,201A,1M,26.78,29.75,2
14761,201B,201B,3M,23.40,23.40,1
14761,201C,201C,1M,27.92,32.25,9
14761,201C,201C,3M,12.75,25.50,2
14761,201C,201C,5M,28.50,28.50,1
14761,202C,202C,1M,19.88,22.50,6
14761,301C,301C,1M,23.33,32.00,6
14761,301C,301C,3M,29.70,34.20,5
14761,302C,302C,1M,12.80,25.60,2
14761,302C,302C,3M,26.35,28.90,4
14761,401B,401B,1M,28.07,30.75,7
14761,401B,401B,3M,24.38,30.10,6
14761,401C,401C,1M,24.60,28.00,7
14761,401C,401C,3M,24.48,27.30,3
14761,401C,401C,5M,27.30,27.30,1
14761,402C,402C,1M,30.40,35.20,2
14761,403C,403C,3M,0.00,0.00,1
14761,5122D,5122D,1M,26.13,27.55,2
14761,5211A,5211A,1M,29.70,29.70,1
14761,5211A,5211A,3M,27.00,27.00,1
14761,5211A,5211A,5M,17.10,17.10,1
14761,612B,612B,7.5M,33.30,33.30,1
14858,001B,001B,3M,22.50,22.50,1
14858,100A,100A,1M,22.00,22.00,1
14858,100A,100A,3M,19.50,19.50,1
14858,101C,101C,1M,24.00,24.00,1
14858,101C,101C,3M,29.40,29.40,1
14858,103B,103B,3M,22.40,22.40,1
14858,103C,103C,1M,30.40,30.40,1
14858,200A,200A,1M,21.00,21.00,1
14858,200A,200A,3M,24.00,24.00,1
14858,401C,401C,1M,28.00,28.00,1
14858,401C,401C,3M,24.05,24.05,1
14908,001D,001D,1M,15.50,19.50,6
14908,001D,001D,3M,15.07,20.00,7
14908,001D,001D,5M,20.00,23.50,3
14908,002D,002D,1M,15.75,16.50,2
14908,002D,002D,3M,20.00,21.00,2
14908,100A,100A,1M,17.43,19.50,7
14908,100A,100A,3M,15.75,19.00,8
14908,100A,100A,5M,16.00,16.00,1
14908,100C,100C,1M,15.25,18.00,2
14908,100C,100C,3M,12.17,15.50,3
14908,100C,100C,5M,18.00,19.00,2
14908,101A,101A,1M,17.85,21.00,2
14908,101C,101C,1M,19.17,24.60,26
14908,101C,101C,3M,21.94,29.40,19
14908,101C,101C,5M,20.30,26.40,6
14908,101C,101C,7.5M,27.65,30.80,6
14908,102B,102B,1M,21.00,21.00,1
14908,102C,102C,1M,20.77,24.50,6
14908,103B,103B,1M,26.14,32.30,24
14908,103B,103B,3M,27.10,32.80,40
14908,103B,103B,5M,29.30,39.95,15
14908,103C,103C,1M,24.26,30.40,25
14908,103C,103C,3M,20.27,24.75,11
14908,104C,104C,1M,30.56,38.50,27
14908,105C,105C,3M,32.45,39.60,28
14908,200A,200A,1M,16.38,19.00,4
14908,200A,200A,3M,9.00,18.00,2
14908,200A,200A,5M,15.50,15.50,1
14908,200C,200C,1M,17.33,19.50,3
14908,200C,200C,3M,17.63,18.50,4
14908,200C,200C,5M,18.00,18.00,1
14908,201A,201A,1M,22.53,26.35,4
14908,201C,201C,1M,25.79,32.25,54
14908,201C,201C,3M,30.18,40.80,49
14908,202A,202A,1M,22.95,22.95,1
14908,202C,202C,1M,18.56,25.50,8
14908,203A,203A,3M,33.48,43.20,20
14908,203C,203C,1M,28.05,40.00,20
14908,301C,301C,1M,25.72,33.60,47
14908,301C,301C,3M,31.93,42.30,44
14908,301C,301C,5M,28.29,36.80,11
14908,302C,302C,1M,25.60,28.80,3
14908,302C,302C,3M,24.65,24.65,1
14908,401B,401B,1M,27.75,27.75,1
14908,401B,401B,3M,26.60,29.40,3
14908,401C,401C,1M,24.78,30.80,51
14908,401C,401C,3M,22.93,29.25,40
14908,401C,401C,5M,26.73,32.90,11
14908,401C,401C,7.5M,24.18,26.65,5
14908,402C,402C,1M,24.59,29.60,15
14908,402C,402C,3M,16.63,19.60,4
14908,403C,403C,1M,31.98,39.60,27
14908,403C,403C,3M,32.98,38.95,43
14908,403C,403C,5M,30.71,42.90,12
14908,404C,404C,3M,33.24,40.80,10
14908,5122D,5122D,1M,30.40,35.15,8
14908,5132D,5132D,1M,22.37,31.90,3
14908,5132D,5132D,3M,35.60,42.00,10
14908,5132D,5132D,5M,26.95,31.90,2
14908,5211A,5211A,1M,22.50,29.70,3
14908,5211A,5211A,3M,31.33,34.00,3
14908,5221D,5221D,1M,26.39,32.30,21
14908,5223D,5223D,1M,34.12,39.10,6
14908,5231D,5231D,1M,26.25,30.45,7
14908,5231D,5231D,3M,32.29,41.00,31
14908,5231D,5231D,5M,25.73,29.40,8
14908,5233D,5233D,3M,39.84,44.40,5
14908,612C,612C,5M,18.82,24.75,11
14955,101B,101B,1M,27.12,31.20,18
14955,101B,101B,3M,32.80,49.20,31
14955,101B,101B,5M,26.98,27.30,2
14955,101B,101B,7.5M,36.75,37.50,4
14955,103B,103B,1M,32.17,41.65,47
14955,103B,103B,3M,36.10,48.60,98
14955,103B,103B,5M,31.81,39.10,14
14955,103B,103B,7.5M,35.74,45.00,7
14955,103B,103B,10M,34.93,38.40,3
14955,103C,103C,1M,36.53,38.40,9
14955,104B,104B,1M,25.30,25.30,1
14955,104C,104C,1M,30.59,39.60,16
14955,105B,105B,1M,45.04,58.50,90
14955,105B,105B,3M,48.41,58.80,51
14955,105B,105B,7.5M,51.48,58.80,25
14955,105C,105C,1M,40.60,55.20,33
14955,105C,105C,3M,34.47,42.90,15
14955,105C,105C,5M,44.89,62.40,17
14955,107C,107C,3M,49.74,65.10,113
14955,201B,201B,1M,30.45,37.60,30
14955,201B,201B,3M,39.33,49.20,69
14955,201B,201B,5M,31.20,31.20,1
14955,201C,201C,1M,27.32,31.50,7
14955,201C,201C,3M,30.18,36.55,14
14955,202A,202A,1M,26.92,29.75,12
14955,202A,202A,3M,28.60,33.30,9
14955,203B,203B,1M,43.46,55.20,102
14955,203B,203B,3M,38.28,47.30,11
14955,203B,203B,5M,43.80,54.05,12
14955,203C,203C,1M,35.19,43.00,27
14955,205B,205B,3M,48.69,67.50,40
14955,205C,205C,3M,51.99,71.40,153
14955,205C,205C,5M,54.00,63.00,5
14955,301B,301B,1M,33.55,45.05,55
14955,301B,301B,3M,39.67,48.45,70
14955,301B,301B,5M,30.99,38.25,11
14955,301B,301B,7.5M,41.06,45.60,15
14955,301B,301B,10M,41.80,41.80,1
14955,301C,301C,1M,25.47,33.60,6
14955,301C,301C,3M,28.20,34.20,3
14955,301C,301C,5M,26.80,29.60,2
14955,303B,303B,1M,45.03,59.40,90
14955,303B,303B,3M,46.58,46.58,1
