diver_id,diver_number,height,ave_score,high_score,times_competed
33649,305B,305B,1M,17.60,17.60,1
33649,305B,305B,3M,18.00,36.00,2
33649,305C,305C,1M,37.31,51.00,8
33649,305C,305C,3M,36.18,50.40,13
33649,401B,401B,1M,26.94,36.00,24
33649,401B,401B,3M,27.48,46.80,19
33649,401B,401B,5M,35.40,35.40,1
33649,401B,401B,7.5M,19.95,23.10,2
33649,401B,401B,10M,27.65,32.20,4
33649,403B,403B,1M,44.16,46.80,5
33649,403B,403B,3M,37.28,43.05,6
33649,403C,403C,1M,34.83,41.80,15
33649,403C,403C,3M,27.02,32.30,9
33649,403C,403C,5M,34.65,36.30,2
33649,405B,405B,3M,28.50,30.00,2
33649,405C,405C,1M,43.40,43.40,1
33649,405C,405C,3M,39.37,63.45,20
33649,405C,405C,7.5M,40.16,43.20,4
33649,5122D,5122D,1M,26.60,26.60,1
33649,5132D,5132D,1M,38.34,50.60,20
33649,5132D,5132D,3M,38.27,48.30,20
33649,5132D,5132D,5M,38.94,38.94,1
33649,5132D,5132D,7.5M,25.20,25.20,1
33649,5132D,5132D,10M,40.95,53.55,3
33649,5134D,5134D,1M,43.98,54.60,18
33649,5134D,5134D,3M,48.25,52.50,5
33649,5152B,5152B,3M,50.58,64.50,22
33649,5152B,5152B,10M,44.47,60.90,6
33649,5225D,5225D,1M,31.73,35.10,2
33649,5233D,5233D,1M,39.17,50.00,9
33649,5233D,5233D,3M,43.80,46.80,2
33649,5235D,5235D,3M,38.03,53.20,6
33649,5333D,5333D,1M,49.40,54.60,2
33649,5335D,5335D,3M,54.62,60.90,3
33649,612B,612B,7.5M,30.90,32.40,3
33649,612B,612B,10M,33.25,33.25,1
33649,614B,614B,10M,39.00,45.60,4
33835,001A,001A,3M,18.75,19.50,2
33835,100C,100C,3M,17.00,17.00,1
33835,101B,101B,1M,21.45,21.45,1
33835,101C,101C,3M,23.57,25.20,3
33835,103B,103B,1M,28.70,33.15,21
33835,103B,103B,3M,26.87,35.20,24
33835,103C,103C,1M,26.00,27.20,2
33835,103C,103C,3M,24.75,24.75,1
33835,104B,104B,1M,28.18,28.75,2
33835,104C,104C,1M,29.94,44.00,9
33835,105B,105B,1M,40.30,42.90,4
33835,105B,105B,3M,39.27,49.20,11
33835,105C,105C,1M,32.19,44.40,17
33835,105C,105C,3M,33.23,50.60,19
33835,107C,107C,3M,38.73,46.20,3
33835,200C,200C,3M,15.50,15.50,1
33835,201C,201C,1M,24.49,28.50,23
33835,201C,201C,3M,28.93,37.40,27
33835,202A,202A,3M,26.10,26.10,1
33835,203C,203C,1M,27.00,42.00,24
33835,203C,203C,3M,26.60,37.05,6
33835,204C,204C,1M,25.30,27.50,2
33835,205C,205C,3M,32.20,42.00,2
33835,301C,301C,1M,25.09,31.20,22
33835,301C,301C,3M,30.34,39.60,24
33835,302C,302C,1M,24.91,30.40,7
33835,302C,302C,3M,26.86,35.70,10
33835,303C,303C,1M,29.21,43.05,19
33835,303C,303C,3M,23.20,42.00,5
33835,305C,305C,3M,35.00,44.80,3
33835,401B,401B,1M,25.93,32.25,21
33835,401B,401B,3M,24.06,28.00,8
33835,401C,401C,1M,23.45,24.50,2
33835,401C,401C,3M,24.70,24.70,1
33835,402C,402C,1M,24.40,24.80,2
33835,403B,403B,1M,43.50,45.60,4
33835,403B,403B,3M,37.80,37.80,1
33835,403C,403C,1M,35.90,45.10,22
33835,403C,403C,3M,32.41,39.90,26
33835,404C,404C,1M,30.80,30.80,1
33835,404C,404C,3M,37.04,49.20,15
33835,405C,405C,3M,37.26,51.30,10
33835,5122D,5122D,1M,28.98,31.35,2
33835,5132D,5132D,1M,34.38,47.30,18
33835,5132D,5132D,3M,31.98,40.95,21
33835,5134D,5134D,3M,45.00,46.25,3
33835,5221D,5221D,1M,25.08,29.75,4
33835,5231D,5231D,1M,32.93,43.05,21
33835,5231D,5231D,3M,33.16,45.00,25
33896,001B,001B,3M,18.50,18.50,1
33896,002C,002C,3M,18.50,18.50,1
33896,101B,101B,5M,27.95,27.95,1
33896,101C,101C,1M,22.00,22.80,3
33896,101C,101C,3M,23.98,25.90,4
33896,101C,101C,5M,24.00,24.00,1
33896,103B,103B,1M,32.00,39.10,34
33896,103B,103B,3M,31.17,36.00,37
33896,103B,103B,5M,31.05,37.40,15
33896,103C,103C,1M,24.80,25.60,2
33896,104B,104B,1M,28.75,42.55,9
33896,104C,104C,1M,33.10,44.00,34
33896,105B,105B,3M,33.92,43.20,15
33896,105B,105B,7.5M,50.40,55.20,4
33896,105C,105C,3M,36.85,46.20,24
33896,105C,105C,5M,35.16,49.20,10
33896,200A,200A,3M,22.00,22.00,1
33896,201A,201A,3M,28.50,28.50,1
33896,201B,201B,1M,27.48,34.40,31
33896,201B,201B,3M,31.76,38.70,31
33896,201B,201B,5M,28.88,35.20,10
33896,201C,201C,1M,25.20,27.75,5
33896,201C,201C,3M,24.14,28.90,5
33896,201C,201C,5M,24.21,27.00,7
33896,202C,202C,1M,25.50,25.50,1
33896,202C,202C,3M,20.80,22.40,2
33896,203A,203A,3M,34.38,44.40,34
33896,203B,203B,1M,29.29,34.50,15
33896,203B,203B,3M,34.93,36.30,4
33896,203B,203B,5M,37.95,40.25,2
33896,203C,203C,1M,29.00,35.00,24
33896,301B,301B,1M,29.91,35.70,27
33896,301B,301B,3M,34.27,40.85,28
33896,301B,301B,5M,31.13,35.70,8
33896,301C,301C,1M,24.70,29.60,8
33896,301C,301C,3M,29.48,34.20,8
33896,301C,301C,5M,25.60,28.80,7
33896,302C,302C,3M,13.18,26.35,2
33896,302C,302C,5M,25.66,32.00,13
33896,303B,303B,3M,25.01,31.05,4
33896,303C,303C,1M,27.93,37.80,29
33896,303C,303C,3M,31.57,40.00,22
33896,401B,401B,1M,30.05,35.25,32
33896,401B,401B,3M,24.70,29.40,7
33896,401B,401B,5M,30.64,36.00,14
33896,401C,401C,1M,24.33,25.90,4
33896,401C,401C,3M,25.68,37.05,4
33896,401C,401C,5M,27.30,27.30,1
33896,402C,402C,1M,16.80,16.80,1
33896,403B,403B,1M,30.00,37.20,2
33896,403B,403B,3M,34.26,45.15,19
33896,403B,403B,7.5M,40.25,50.40,9
33896,403C,403C,1M,35.79,46.20,29
33896,403C,403C,3M,32.69,40.85,22
33896,403C,403C,5M,38.50,44.00,8
33896,404C,404C,3M,33.13,45.60,33
33896,5111A,5111A,1M,28.80,28.80,1
33896,5111C,5111C,3M,24.75,25.20,2
33896,5122D,5122D,1M,27.89,33.25,14
33896,5124D,5124D,1M,32.94,40.25,14
33896,5132D,5132D,1M,29.10,42.90,10
33896,5132D,5132D,3M,35.66,45.15,38
33896,5132D,5132D,5M,30.71,37.40,12
33896,5134D,5134D,3M,20.00,20.00,1
33896,5221D,5221D,1M,21.61,28.05,7
33896,5223D,5223D,1M,34.26,43.70,38
33896,5231D,5231D,1M,15.75,15.75,1
33896,5231D,5231D,3M,17.60,30.00,5
33896,5233D,5233D,3M,33.53,38.40,17
33896,612B,612B,5M,30.18,32.30,2
33896,612B,612B,7.5M,31.24,36.90,17
33924,101C,101C,5M,17.40,17.40,2
33924,103B,103B,1M,30.58,36.55,36
33924,103B,103B,3M,27.87,35.20,31
33924,103B,103B,5M,29.71,37.40,20
33924,103C,103C,1M,26.40,26.40,1
33924,103C,103C,3M,32.63,33.75,2
33924,104B,104B,1M,35.65,48.30,25
33924,104C,104C,1M,29.33,37.40,9
33924,105B,105B,3M,36.44,50.40,34
33924,105B,105B,7.5M,37.37,45.60,14
33924,105C,105C,1M,27.67,34.80,9
33924,105C,105C,3M,21.73,26.40,4
33924,105C,105C,5M,37.20,37.20,1
33924,201B,201B,1M,30.21,40.80,34
33924,201B,201B,3M,33.06,36.90,30
33924,201B,201B,5M,27.76,36.00,10
33924,201C,201C,1M,22.25,22.50,3
33924,201C,201C,3M,30.60,41.65,4
33924,201C,201C,5M,25.31,29.25,4
33924,203B,203B,1M,37.02,51.75,31
33924,203B,203B,3M,31.46,38.50,5
33924,203B,203B,5M,36.80,47.15,8
33924,203C,203C,1M,24.00,26.00,2
33924,203C,203C,3M,30.40,30.40,1
33924,205C,205C,3M,34.23,50.40,20
33924,205C,205C,7.5M,32.20,36.40,2
33924,301B,301B,1M,33.35,40.80,30
33924,301B,301B,3M,35.02,39.90,30
33924,301B,301B,5M,31.65,35.70,13
33924,301C,301C,1M,22.67,26.40,3
33924,301C,301C,3M,25.56,34.20,5
33924,301C,301C,5M,25.37,31.20,7
33924,302C,302C,3M,30.60,30.60,1
33924,303B,303B,3M,27.60,32.20,2
33924,303C,303C,1M,32.38,50.40,30
33924,303C,303C,3M,34.31,41.00,13
33924,303C,303C,5M,30.45,37.80,8
33924,305C,305C,3M,38.27,51.80,6
33924,401B,401B,1M,28.95,34.50,33
33924,401B,401B,3M,26.90,30.80,7
33924,401B,401B,5M,28.50,28.50,1
33924,401C,401C,1M,25.20,25.20,2
33924,401C,401C,3M,18.85,18.85,1
33924,401C,401C,5M,22.05,22.40,2
33924,403B,403B,1M,39.85,51.60,12
33924,403B,403B,3M,37.95,47.25,28
33924,403B,403B,5M,48.00,48.00,1
33924,403B,403B,7.5M,34.97,40.95,13
33924,403C,403C,1M,38.13,51.70,30
33924,403C,403C,3M,30.40,33.25,5
33924,403C,403C,5M,36.30,41.80,5
33924,404C,404C,3M,28.56,44.40,5
33924,405C,405C,3M,36.45,55.35,17
33924,405C,405C,7.5M,38.48,47.25,2
33924,5122D,5122D,1M,27.28,32.30,7
33924,5132D,5132D,1M,36.06,53.90,14
33924,5132D,5132D,3M,33.65,40.95,20
33924,5132D,5132D,5M,35.39,42.90,17
33924,5134D,5134D,3M,41.63,47.50,10
33924,5221D,5221D,1M,24.37,26.35,3
33924,5223D,5223D,1M,38.76,44.85,20
33924,5225D,5225D,1M,37.80,41.85,2
33924,5231D,5231D,1M,35.96,46.20,34
33924,5231D,5231D,3M,35.21,43.00,28
33924,5231D,5231D,5M,34.76,43.05,20
33924,5233D,5233D,1M,26.25,40.00,3
33924,5233D,5233D,3M,42.16,49.20,15
33924,5233D,5233D,5M,35.83,43.75,3
33924,5235D,5235D,3M,40.25,40.60,2
33924,612B,612B,7.5M,30.66,40.50,15
33924,612C,612C,5M,19.00,20.25,3
33525,001D,001D,3M,14.75,19.50,4
33525,002D,002D,3M,15.00,15.00,2
33525,100A,100A,1M,17.00,17.00,1
33525,100A,100A,3M,15.13,17.50,4
33525,101C,101C,1M,19.36,25.20,25
33525,101C,101C,3M,21.07,26.60,18
33525,101C,101C,5M,20.10,20.40,2
33525,102C,102C,1M,9.45,18.90,2
33525,103B,103B,1M,28.26,34.85,29
33525,103B,103B,3M,26.00,33.60,50
33525,103B,103B,7.5M,24.00,24.00,1
33525,103C,103C,1M,20.71,32.00,27
33525,103C,103C,3M,20.75,22.50,3
33525,103C,103C,5M,26.00,26.40,2
33525,104C,104C,1M,31.87,42.90,32
33525,105C,105C,3M,28.01,36.30,15
33525,200A,200A,1M,17.50,17.50,1
33525,200A,200A,3M,12.13,17.00,4
33525,201A,201A,1M,15.00,15.00,1
33525,201B,201B,1M,28.69,35.20,21
33525,201B,201B,3M,30.90,36.90,18
33525,201C,201C,1M,24.08,36.75,38
33525,201C,201C,3M,25.69,39.95,35
33525,201C,201C,5M,21.50,24.75,3
33525,202C,202C,1M,20.40,27.00,5
33525,203B,203B,3M,32.09,46.20,20
33525,203C,203C,1M,29.31,40.50,37
33525,203C,203C,3M,25.84,38.95,20
33525,301B,301B,1M,28.63,34.00,19
33525,301B,301B,3M,31.19,38.00,18
33525,301C,301C,1M,24.62,34.40,40
33525,301C,301C,3M,26.71,36.90,25
33525,301C,301C,5M,21.60,24.80,3
33525,302C,302C,1M,24.80,24.80,1
33525,302C,302C,3M,20.83,23.80,2
33525,303B,303B,3M,33.02,39.10,7
33525,303C,303C,1M,29.08,40.95,21
33525,303C,303C,3M,27.64,38.00,36
33525,401B,401B,1M,26.53,32.25,29
33525,401B,401B,3M,23.80,30.80,6
33525,401C,401C,1M,22.33,31.50,32
33525,401C,401C,3M,20.81,29.90,28
33525,401C,401C,5M,24.73,25.90,3
33525,402C,402C,1M,21.85,30.40,16
33525,403B,403B,3M,35.44,39.38,6
33525,403C,403C,1M,32.83,41.25,26
33525,403C,403C,3M,30.38,39.90,40
33525,403C,403C,5M,28.60,28.60,1
33525,404C,404C,3M,36.36,48.00,20
33525,5122D,5122D,1M,27.67,38.95,23
33525,5124D,5124D,1M,26.07,29.90,3
33525,5132D,5132D,1M,31.40,37.40,11
33525,5132D,5132D,3M,31.89,44.10,24
33525,5132D,5132D,7.5M,18.90,18.90,1
33525,5134D,5134D,3M,21.56,22.50,4
33525,5221D,5221D,1M,28.05,28.05,1
33525,5223D,5223D,1M,34.69,41.40,6
33525,5223D,5223D,3M,9.60,9.60,1
33525,5231D,5231D,3M,15.86,34.00,7
33525,612B,612B,5M,6.80,6.80,1
33525,612B,612B,7.5M,24.30,24.30,1
33525,612C,612C,5M,12.00,12.00,1
33920,001C,001C,3M,16.25,17.50,2
33920,001D,001D,3M,15.45,25.00,11
33920,001D,001D,5M,17.50,19.50,3
33920,002D,002D,1M,12.80,16.00,5
33920,002D,002D,3M,17.75,22.50,4
33920,100A,100A,1M,16.75,19.00,2
33920,100A,100A,3M,13.00,14.00,2
33920,100B,100B,1M,16.40,19.00,5
33920,100B,100B,3M,15.56,20.50,8
33920,100B,100B,5M,17.50,17.50,2
33920,100C,100C,5M,16.50,19.00,3
33920,101B,101B,1M,23.70,42.00,12
33920,101B,101B,3M,25.28,31.50,10
33920,101B,101B,5M,21.74,26.00,9
33920,101C,101C,1M,19.82,25.20,5
33920,101C,101C,3M,22.88,41.40,6
33920,101C,101C,5M,20.10,22.20,2
33920,102B,102B,1M,22.88,23.25,2
33920,103B,103B,1M,31.77,44.20,84
33920,103B,103B,3M,29.59,42.40,86
33920,103B,103B,5M,29.77,39.10,35
33920,103B,103B,7.5M,30.27,36.80,6
33920,103C,103C,1M,24.80,28.00,10
33920,103C,103C,3M,24.75,24.75,1
33920,103C,103C,5M,20.00,22.40,2
33920,104B,104B,1M,31.82,41.40,6
33920,104C,104C,1M,32.14,42.90,32
33920,105B,105B,1M,45.01,56.55,33
33920,105B,105B,3M,44.81,62.40,77
33920,105C,105C,1M,42.25,51.60,33
33920,105C,105C,3M,31.76,44.00,24
33920,105C,105C,5M,40.57,49.20,31
33920,200A,200A,1M,15.50,15.50,2
33920,200A,200A,3M,13.75,14.50,2
33920,200B,200B,1M,15.25,21.50,2
33920,200B,200B,3M,17.00,21.00,2
33920,200C,200C,1M,19.75,23.00,4
33920,200C,200C,3M,16.88,22.50,8
33920,200C,200C,5M,19.00,19.00,1
33920,201B,201B,1M,29.93,39.20,82
33920,201B,201B,3M,33.50,47.70,77
33920,201B,201B,5M,28.69,34.40,7
33920,201C,201C,1M,23.00,27.00,6
33920,201C,201C,3M,22.78,30.60,10
33920,201C,201C,5M,30.25,36.00,6
33920,202C,202C,1M,19.50,21.00,2
33920,203B,203B,1M,39.87,51.75,70
33920,203B,203B,3M,30.53,38.50,12
33920,203B,203B,5M,43.61,50.03,12
33920,203C,203C,1M,29.65,42.00,46
33920,205C,205C,3M,49.29,61.60,50
33920,301B,301B,1M,30.51,45.05,66
33920,301B,301B,3M,38.51,50.35,47
33920,301B,301B,5M,33.15,37.40,7
33920,301C,301C,1M,25.72,32.80,26
33920,301C,301C,3M,28.52,36.90,28
33920,301C,301C,5M,27.94,36.00,35
33920,302C,302C,3M,0.00,0.00,1
33920,302C,302C,5M,25.60,26.40,2
33920,303B,303B,1M,39.50,51.60,36
33920,303C,303C,1M,37.89,49.35,23
33920,303C,303C,3M,33.88,42.00,8
33920,303C,303C,5M,36.75,47.25,12
33920,305C,305C,3M,46.94,69.30,40
33920,401A,401A,1M,36.21,42.30,13
33920,401B,401B,1M,27.44,34.50,36
33920,401B,401B,3M,25.35,29.40,14
33920,401B,401B,5M,27.46,33.75,13
33920,401C,401C,1M,28.47,38.00,21
33920,401C,401C,3M,21.96,34.80,7
33920,401C,401C,5M,24.50,28.70,7
33920,402C,402C,1M,25.07,28.80,3
33920,403B,403B,1M,43.41,52.80,43
33920,403B,403B,3M,39.89,49.35,63
33920,403C,403C,1M,37.95,49.50,26
33920,403C,403C,3M,30.02,38.00,20
33920,403C,403C,5M,41.38,52.80,37
33920,404C,404C,1M,44.07,51.80,20
33920,404C,404C,3M,31.89,42.00,7
33920,405C,405C,3M,43.40,60.75,54
33920,5122D,5122D,1M,29.27,38.00,43
33920,5132D,5132D,1M,41.11,48.40,50
33920,5132D,5132D,3M,37.74,49.35,66
33920,5132D,5132D,5M,34.39,44.00,19
33920,5134D,5134D,3M,52.50,52.50,1
33920,5221D,5221D,1M,20.83,30.60,4
33920,5223D,5223D,1M,38.32,47.15,37
33920,5225D,5225D,1M,43.56,51.30,19
33920,5231D,5231D,1M,40.38,48.30,23
33920,5231D,5231D,3M,33.30,40.00,10
33920,5231D,5231D,5M,38.94,46.20,37
33920,5233D,5233D,3M,46.34,57.60,77
33920,5235D,5235D,1M,0.00,0.00,1
33920,5333D,5333D,3M,45.37,56.25,12
33920,612B,612B,5M,26.86,32.30,15
33920,612C,612C,5M,25.07,27.00,7
33512,001B,001B,1M,16.50,16.50,1
33512,002A,002A,1M,18.00,18.00,1
33512,100C,100C,1M,19.50,19.50,1
33512,101B,101B,3M,23.75,25.50,3
33512,101B,101B,5M,25.35,25.35,1
33512,101C,101C,1M,26.10,26.10,1
33512,103B,103B,1M,33.45,42.50,51
33512,103B,103B,3M,30.15,36.80,38
33512,103B,103B,5M,31.83,35.70,9
33512,103B,103B,7.5M,26.40,26.40,1
33512,104C,104C,1M,33.10,41.80,11
33512,105B,105B,1M,47.57,66.30,39
33512,105B,105B,3M,42.20,51.60,30
33512,105B,105B,5M,40.95,49.40,10
33512,105C,105C,1M,37.68,42.00,5
33512,105C,105C,5M,34.80,34.80,1
33512,107B,107B,3M,42.18,55.80,14
33512,107C,107C,3M,41.13,63.00,8
33512,200C,200C,1M,21.00,21.00,1
33512,201A,201A,1M,16.15,16.15,1
33512,201B,201B,1M,33.06,45.60,34
33512,201B,201B,3M,33.43,38.70,25
33512,201B,201B,5M,29.20,32.00,2
33512,201C,201C,1M,28.64,34.50,16
33512,201C,201C,3M,30.60,38.25,16
33512,201C,201C,5M,26.97,31.50,11
33512,202A,202A,1M,22.71,29.75,7
33512,202A,202A,3M,26.40,28.80,3
33512,203B,203B,1M,34.82,54.05,27
33512,205B,205B,3M,39.23,61.50,13
33512,205C,205C,1M,30.30,48.00,5
33512,205C,205C,3M,35.42,56.00,10
33512,301B,301B,1M,35.95,45.90,31
33512,301B,301B,3M,35.63,39.90,26
33512,301C,301C,1M,26.12,36.00,20
33512,301C,301C,3M,31.61,38.70,16
33512,301C,301C,5M,28.83,33.60,13
33512,302C,302C,1M,27.20,27.20,2
33512,303B,303B,1M,40.23,54.00,20
33512,303C,303C,1M,32.55,48.30,13
33512,303C,303C,3M,27.69,41.00,13
33512,304C,304C,1M,44.85,50.60,2
33512,305B,305B,3M,42.75,57.00,12
33512,305C,305C,1M,38.73,49.50,11
33512,305C,305C,3M,39.48,58.80,10
33512,401A,401A,1M,34.50,37.80,6
33512,401B,401B,1M,29.27,38.25,45
33512,401B,401B,3M,19.37,24.50,3
33512,401B,401B,5M,23.84,30.75,7
33512,403B,403B,1M,47.44,61.20,44
33512,403B,403B,3M,39.13,45.15,37
33512,403C,403C,1M,37.52,41.80,9
33512,403C,403C,3M,31.67,36.10,3
33512,403C,403C,5M,39.49,44.00,10
33512,404C,404C,3M,34.65,44.40,8
33512,405B,405B,3M,45.29,63.00,18
33512,405C,405C,1M,49.43,74.40,28
33512,405C,405C,3M,44.89,55.35,20
33512,405C,405C,7.5M,43.88,48.60,4
33512,5102A,5102A,1M,14.00,14.00,1
33512,5132D,5132D,1M,38.65,49.50,30
33512,5132D,5132D,3M,36.39,45.15,38
33512,5132D,5132D,5M,37.07,48.40,10
33512,5134D,5134D,1M,47.58,63.70,20
33512,5152B,5152B,3M,51.59,60.00,24
33512,5152B,5152B,7.5M,54.00,54.00,1
33512,5221D,5221D,1M,23.09,28.90,6
33512,5221D,5221D,3M,21.60,21.60,1
33512,5231D,5231D,1M,37.65,47.25,28
33512,5231D,5231D,3M,30.11,36.00,9
33512,5231D,5231D,5M,42.00,42.00,1
33512,5233D,5233D,1M,48.03,58.75,19
33512,5233D,5233D,3M,36.18,45.60,13
33512,5233D,5233D,5M,43.13,45.00,2
33512,5251B,5251B,3M,45.46,54.00,20
33512,612B,612B,5M,28.69,34.00,12
33618,101B,101B,1M,22.10,26.00,3
33618,103B,103B,1M,28.05,28.05,1
33618,104B,104B,1M,33.35,34.50,2
33618,201A,201A,1M,21.68,24.65,2
33618,201B,201B,1M,17.60,17.60,1
33618,202A,202A,1M,25.50,25.50,1
33618,401B,401B,1M,18.75,18.75,1
33618,5223D,5223D,1M,23.58,27.60,2
33642,002D,002D,3M,15.75,19.50,2
33642,100C,100C,3M,9.75,9.75,1
33642,101A,101A,1M,23.45,33.60,2
33642,101B,101B,1M,29.25,29.25,1
33642,101B,101B,3M,33.11,38.25,7
33642,101C,101C,1M,23.40,24.60,2
33642,101C,101C,3M,22.75,25.20,2
33642,102C,102C,1M,16.80,16.80,1
33642,103B,103B,1M,34.97,42.50,29
33642,103B,103B,3M,33.94,44.40,38
33642,103B,103B,5M,32.33,40.80,5
33642,103B,103B,7.5M,38.00,40.00,4
33642,103B,103B,10M,32.88,36.00,10
33642,103C,103C,1M,31.20,37.60,7
33642,103C,103C,3M,23.50,24.75,3
33642,104C,104C,1M,34.54,44.00,10
33642,105B,105B,1M,52.60,62.40,25
33642,105B,105B,3M,46.55,55.20,32
33642,105B,105B,5M,42.12,46.02,2
33642,105B,105B,7.5M,45.84,52.80,13
33642,105C,105C,1M,40.78,52.80,20
33642,105C,105C,3M,34.69,42.90,8
33642,105C,105C,5M,37.80,46.80,4
33642,107B,107B,3M,58.03,66.65,17
33642,107B,107B,10M,51.75,58.50,2
33642,107C,107C,1M,27.00,27.00,1
33642,107C,107C,3M,39.95,61.60,6
33642,201A,201A,1M,28.48,39.95,2
33642,201B,201B,1M,31.21,45.60,37
33642,201B,201B,3M,35.31,45.90,46
33642,201C,201C,1M,32.25,34.50,2
33642,201C,201C,3M,24.68,34.85,2
33642,201C,201C,5M,31.17,42.60,9
33642,203B,203B,1M,40.96,55.20,39
33642,203B,203B,3M,13.50,13.50,1
33642,203C,203C,1M,32.92,43.00,12
33642,203C,203C,3M,31.47,38.00,8
33642,204C,204C,1M,16.00,16.00,1
33642,204C,204C,3M,17.00,17.00,1
33642,205B,205B,3M,60.00,74.25,13
33642,205C,205C,1M,48.25,56.25,3
33642,205C,205C,3M,49.79,65.52,36
33642,205C,205C,5M,47.25,58.50,2
33642,205C,205C,7.5M,43.26,61.60,10
33642,301B,301B,1M,32.54,38.25,17
33642,301B,301B,3M,37.08,45.60,25
33642,301B,301B,7.5M,35.15,35.15,1
33642,301C,301C,1M,26.06,34.40,14
33642,301C,301C,3M,31.82,38.70,14
33642,301C,301C,5M,27.52,33.60,5
33642,302A,302A,1M,12.00,12.00,1
33642,302C,302C,1M,18.50,18.50,1
33642,303C,303C,1M,37.98,47.25,12
33642,303C,303C,3M,30.00,43.50,2
33642,303C,303C,5M,38.85,38.85,1
33642,305C,305C,1M,61.68,76.50,21
33642,305C,305C,3M,51.59,67.20,30
33642,305C,305C,10M,37.80,37.80,1
33642,307C,307C,3M,0.00,0.00,1
33642,401A,401A,1M,33.30,33.30,1
33642,401B,401B,1M,32.08,44.40,27
33642,401B,401B,3M,39.11,45.00,7
33642,401B,401B,5M,42.30,46.80,2
33642,401B,401B,7.5M,25.20,25.20,1
33642,401C,401C,1M,26.60,26.60,1
33642,401C,401C,3M,23.40,24.05,2
33642,402C,402C,1M,25.60,27.20,2
33642,403B,403B,1M,44.58,50.40,10
33642,403B,403B,3M,40.37,47.25,24
33642,403B,403B,10M,40.45,47.00,11
33642,403C,403C,1M,38.00,48.40,24
33642,403C,403C,3M,34.01,44.65,15
33642,403C,403C,5M,37.84,45.10,5
33642,403C,403C,7.5M,39.90,39.90,1
33642,405B,405B,3M,55.75,65.25,12
33642,405C,405C,1M,50.04,63.55,14
33642,405C,405C,3M,46.82,58.05,19
33642,405C,405C,7.5M,45.56,59.40,4
33642,5122D,5122D,1M,22.83,33.25,3
33642,5132D,5132D,1M,40.33,49.50,28
33642,5132D,5132D,3M,40.06,49.35,31
33642,5132D,5132D,5M,39.60,42.90,5
33642,5132D,5132D,10M,41.58,47.25,10
33642,5134D,5134D,1M,44.99,56.55,9
33642,5152B,5152B,1M,57.07,64.00,15
33642,5152B,5152B,3M,51.41,67.50,36
33642,5152B,5152B,10M,39.73,46.40,5
33642,5154B,5154B,3M,59.65,71.40,17
33642,5225D,5225D,1M,35.10,35.10,1
33642,5231D,5231D,1M,36.23,37.80,2
33642,5231D,5231D,3M,32.75,38.00,4
33642,5231D,5231D,5M,40.95,45.15,3
33642,5233D,5233D,1M,42.42,50.00,15
33642,5233D,5233D,3M,46.25,51.60,11
33642,5233D,5233D,5M,47.21,53.75,6
33642,5233D,5233D,7.5M,52.97,57.60,7
33642,5331D,5331D,3M,44.36,50.40,4
33642,5335D,5335D,1M,52.41,74.25,16
33642,612B,612B,10M,32.20,40.85,10
33642,612C,612C,5M,18.00,18.00,1
33642,614B,614B,10M,35.70,40.80,12
33642,622A,622A,5M,12.00,12.00,1
33513,001B,001B,1M,17.00,17.00,1
33513,002A,002A,1M,20.00,20.00,1
33513,100C,100C,1M,17.00,17.00,1
33513,101B,101B,1M,23.40,27.30,10
33513,101B,101B,3M,28.13,31.50,12
33513,101B,101B,5M,23.40,23.40,1
33513,101C,101C,1M,27.00,27.00,1
33513,103B,103B,1M,34.35,44.20,51
33513,103B,103B,3M,31.40,38.40,41
33513,103B,103B,5M,32.17,39.95,13
33513,103B,103B,7.5M,31.82,40.00,13
33513,104C,104C,1M,34.10,44.00,6
33513,105B,105B,1M,50.28,65.00,25
33513,105B,105B,3M,42.09,54.00,28
33513,105B,105B,5M,40.81,54.60,23
33513,105C,105C,1M,38.84,50.40,22
33513,107B,107B,3M,58.46,72.08,44
33513,107C,107C,1M,52.52,66.00,37
33513,107C,107C,3M,38.73,53.20,6
33513,200C,200C,1M,19.00,19.00,1
33513,201A,201A,1M,18.28,20.40,2
33513,201B,201B,1M,32.75,44.00,30
33513,201B,201B,3M,35.23,44.10,41
33513,201B,201B,5M,32.46,37.60,14
33513,201B,201B,7.5M,36.45,37.80,2
33513,201C,201C,1M,25.13,32.25,6
33513,201C,201C,3M,33.15,40.80,6
33513,201C,201C,5M,26.81,30.00,4
33513,203B,203B,1M,50.14,56.35,5
33513,203B,203B,5M,41.40,42.55,2
33513,203C,203C,1M,36.35,46.00,20
33513,205B,205B,3M,51.85,66.00,45
33513,205C,205C,1M,51.49,67.50,51
33513,205C,205C,3M,44.60,57.40,7
33513,205C,205C,5M,47.40,64.50,10
33513,301B,301B,1M,34.71,47.60,30
33513,301B,301B,3M,36.28,45.60,32
33513,301B,301B,5M,32.41,35.70,15
33513,301B,301B,7.5M,31.35,31.35,1
33513,301C,301C,1M,26.08,33.60,20
33513,301C,301C,3M,31.50,34.20,8
33513,301C,301C,5M,28.80,35.20,4
33513,302C,302C,1M,23.20,25.60,2
33513,303B,303B,1M,42.00,57.60,15
33513,303C,303C,5M,34.65,48.30,10
33513,305B,305B,3M,55.02,72.00,42
33513,305C,305C,1M,51.51,75.00,50
33513,305C,305C,3M,44.04,61.60,11
33513,307C,307C,3M,47.25,57.75,2
33513,401A,401A,1M,35.55,37.80,4
